age,job,marital,education,make_deposit,y
42,blue-collar,married,unknown,0.005,no
32,admin.,single,university.degree,0.817,yes
38,blue-collar,single,basic.4y,0.008,no
29,blue-collar,single,basic.4y,0.022,no
32,admin.,married,university.degree,0,no
46,services,divorced,high.school,0.014,no
32,admin.,married,university.degree,0.001,no
26,student,single,high.school,0.14,no
30,student,single,university.degree,0.54,yes
48,management,divorced,university.degree,0.275,no
33,blue-collar,married,basic.9y,0.338,yes
41,admin.,married,university.degree,0,no
36,technician,married,professional.course,0.354,yes
29,admin.,single,high.school,0.026,no
57,admin.,single,high.school,0.116,no
45,blue-collar,single,high.school,0.102,no
29,services,single,university.degree,0.025,no
35,admin.,married,high.school,0.008,no
45,management,married,university.degree,0.205,no
32,blue-collar,single,university.degree,0.007,no
42,admin.,single,high.school,0,no
32,admin.,married,university.degree,0.521,no
30,self-employed,married,professional.course,0.016,no
42,services,married,high.school,0.007,no
29,services,single,basic.9y,0.045,no
28,blue-collar,single,basic.9y,0.032,no
31,services,single,high.school,0.006,no
29,admin.,single,high.school,0.43,yes
29,services,divorced,high.school,0.001,no
37,blue-collar,married,basic.9y,0,no
41,blue-collar,divorced,basic.6y,0.014,no
24,services,single,professional.course,0,no
34,blue-collar,married,basic.9y,0.003,no
58,retired,married,basic.4y,0.001,no
39,technician,married,professional.course,0.016,no
55,retired,married,basic.9y,0.006,no
51,blue-collar,single,basic.9y,0.215,no
36,management,married,university.degree,0.001,no
48,technician,married,university.degree,0.003,no
21,student,single,high.school,0.546,yes
81,retired,married,basic.4y,0.405,yes
30,blue-collar,married,basic.9y,0.008,no
52,technician,married,basic.9y,0.005,no
38,admin.,divorced,high.school,0.024,no
28,blue-collar,married,basic.9y,0,no
44,management,married,university.degree,0.025,no
26,admin.,single,university.degree,0.015,no
34,admin.,single,basic.9y,0.007,no
35,technician,single,professional.course,0.604,yes
41,services,married,high.school,0.003,no
36,blue-collar,married,basic.4y,0.275,no
47,self-employed,married,university.degree,0.001,no
31,admin.,married,university.degree,0,no
29,services,single,high.school,0.058,no
29,technician,married,university.degree,0.006,no
35,blue-collar,married,basic.9y,0,no
48,admin.,married,high.school,0.505,yes
57,technician,married,university.degree,0.008,no
54,technician,married,high.school,0.001,no
37,blue-collar,single,basic.9y,0,no
47,admin.,single,university.degree,0.187,no
48,blue-collar,married,basic.6y,0.017,no
25,services,single,high.school,0.488,no
28,student,single,university.degree,0.788,yes
32,admin.,divorced,high.school,0.315,no
49,unemployed,married,basic.4y,0.008,no
41,admin.,divorced,university.degree,0,no
32,housemaid,married,high.school,0.004,no
56,admin.,married,university.degree,0.008,no
31,admin.,married,basic.9y,0.002,no
37,admin.,married,high.school,0,no
33,blue-collar,married,professional.course,0.233,no
30,admin.,married,university.degree,0.206,no
51,housemaid,divorced,high.school,0.029,no
38,admin.,single,university.degree,0.003,no
36,admin.,divorced,high.school,0,no
50,management,married,basic.9y,0.011,no
30,blue-collar,single,basic.4y,0.011,no
31,admin.,single,university.degree,0.088,no
43,technician,single,professional.course,0.002,no
27,blue-collar,married,basic.9y,0.002,no
54,management,married,basic.6y,0.005,no
36,admin.,married,high.school,0,no
27,blue-collar,single,basic.9y,0.02,no
53,admin.,married,basic.9y,0.001,no
40,technician,married,professional.course,0.217,no
49,admin.,single,university.degree,0,no
33,blue-collar,married,basic.9y,0,no
35,services,married,university.degree,0.023,no
40,technician,single,professional.course,0.003,no
25,student,single,high.school,0.005,no
40,blue-collar,married,professional.course,0.417,no
56,management,married,university.degree,0.001,no
33,blue-collar,single,professional.course,0.029,no
31,admin.,single,basic.9y,0.496,no
58,retired,married,high.school,0.014,no
59,management,married,university.degree,0.167,no
24,admin.,single,university.degree,0.622,yes
36,admin.,single,university.degree,0,no
30,services,single,high.school,0.056,no
46,management,single,university.degree,0.071,no
59,self-employed,married,university.degree,0.071,no
33,admin.,married,university.degree,0.003,no
37,admin.,single,high.school,0.666,yes
55,blue-collar,divorced,basic.9y,0.002,no
64,retired,married,high.school,0.393,yes
35,services,married,basic.9y,0.01,no
31,technician,married,university.degree,0.015,no
53,admin.,married,university.degree,0.027,no
45,admin.,single,university.degree,0.143,no
57,management,married,basic.4y,0.126,no
34,technician,single,professional.course,0,no
25,admin.,single,university.degree,0.043,no
24,blue-collar,single,basic.9y,0.402,no
52,blue-collar,married,basic.4y,0.004,no
34,self-employed,married,university.degree,0.006,no
30,entrepreneur,married,university.degree,0.014,no
43,admin.,married,high.school,0.001,no
42,management,divorced,university.degree,0.001,no
50,unemployed,married,professional.course,0.002,no
59,retired,single,university.degree,0.071,no
52,admin.,divorced,basic.9y,0.017,no
35,housemaid,single,basic.4y,0.045,no
34,services,single,high.school,0.016,no
54,self-employed,married,university.degree,0.123,no
33,admin.,married,university.degree,0.001,no
33,blue-collar,married,basic.6y,0,no
38,self-employed,married,basic.9y,0.008,no
38,technician,divorced,professional.course,0.271,no
47,blue-collar,divorced,basic.9y,0.004,no
40,blue-collar,divorced,basic.9y,0.005,no
25,student,single,university.degree,0.456,no
48,entrepreneur,married,university.degree,0.015,no
40,admin.,divorced,university.degree,0.002,no
36,admin.,single,university.degree,0.015,no
35,blue-collar,married,basic.9y,0.005,no
46,blue-collar,married,basic.9y,0.026,no
49,admin.,single,university.degree,0.223,no
23,blue-collar,single,basic.9y,0.03,no
28,services,married,high.school,0.007,no
56,entrepreneur,married,basic.4y,0.007,no
29,student,single,high.school,0.585,yes
57,technician,married,university.degree,0.004,no
51,entrepreneur,married,university.degree,0.001,no
27,technician,single,professional.course,0.214,no
35,blue-collar,married,high.school,0.009,no
24,blue-collar,married,professional.course,0.005,no
39,technician,married,professional.course,0,no
52,blue-collar,married,unknown,0,no
48,admin.,married,basic.6y,0.12,no
34,technician,married,professional.course,0,no
34,blue-collar,married,basic.6y,0.01,no
36,admin.,married,high.school,0.006,no
34,services,single,high.school,0.571,yes
34,admin.,married,university.degree,0.092,no
41,blue-collar,married,unknown,0.268,yes
55,services,married,basic.4y,0.012,no
45,self-employed,married,basic.4y,0.071,no
35,admin.,married,high.school,0.001,no
31,blue-collar,single,high.school,0.002,no
39,admin.,single,high.school,0.004,no
41,blue-collar,married,basic.4y,0,no
59,retired,married,professional.course,0.003,no
62,retired,married,basic.4y,0.617,yes
39,management,married,university.degree,0,no
32,admin.,married,high.school,0.63,yes
53,self-employed,married,basic.9y,0.002,no
30,blue-collar,married,basic.9y,0.002,no
27,admin.,single,professional.course,0.005,no
81,retired,married,professional.course,0.226,no
30,technician,single,university.degree,0,no
35,unknown,married,basic.9y,0.001,no
31,blue-collar,married,basic.4y,0.036,no
26,entrepreneur,married,university.degree,0.009,no
49,retired,divorced,professional.course,0.024,no
40,blue-collar,married,basic.9y,0.023,no
46,blue-collar,married,basic.9y,0.001,no
54,retired,divorced,basic.4y,0.015,no
32,admin.,single,university.degree,0.001,no
38,blue-collar,divorced,unknown,0.093,no
25,technician,single,high.school,0.002,no
27,student,single,high.school,0.005,no
65,technician,married,professional.course,0.452,no
34,technician,married,professional.course,0.001,no
29,services,single,high.school,0.002,no
40,admin.,married,university.degree,0.199,no
60,self-employed,married,university.degree,0.01,no
52,housemaid,married,basic.4y,0.006,no
44,admin.,married,high.school,0.002,no
72,retired,married,basic.4y,0.526,no
51,technician,married,high.school,0.004,no
35,technician,single,high.school,0.004,no
48,admin.,married,university.degree,0.9,yes
33,admin.,single,high.school,0.578,yes
35,blue-collar,married,high.school,0.03,no
59,self-employed,single,university.degree,0.083,no
42,blue-collar,married,basic.4y,0.015,no
48,unemployed,single,basic.4y,0.007,no
60,retired,divorced,university.degree,0.02,no
36,admin.,single,university.degree,0.189,no
35,admin.,married,university.degree,0,no
35,blue-collar,married,basic.6y,0,no
38,admin.,married,high.school,0.004,no
38,technician,married,university.degree,0.003,no
29,self-employed,married,basic.6y,0.005,no
27,admin.,single,university.degree,0.581,yes
53,technician,married,professional.course,0.007,no
32,blue-collar,divorced,basic.9y,0.462,no
30,blue-collar,divorced,basic.9y,0,no
57,unknown,married,unknown,0.001,no
41,blue-collar,married,basic.4y,0.017,no
37,blue-collar,married,basic.4y,0,no
31,blue-collar,married,professional.course,0.03,yes
49,blue-collar,married,basic.9y,0.01,no
42,unknown,married,unknown,0.008,no
22,student,single,high.school,0.379,no
56,retired,divorced,university.degree,0.435,no
33,entrepreneur,single,professional.course,0.007,no
43,technician,single,university.degree,0.008,no
33,admin.,married,high.school,0.334,no
43,services,married,basic.6y,0.26,no
36,admin.,married,university.degree,0.002,no
36,blue-collar,married,basic.9y,0.494,no
29,services,single,high.school,0.153,no
37,admin.,married,high.school,0.002,no
36,services,married,high.school,0.008,no
46,technician,married,professional.course,0.427,no
34,technician,single,high.school,0.001,no
41,blue-collar,married,basic.6y,0.008,no
34,entrepreneur,married,university.degree,0.016,no
44,services,divorced,high.school,0.012,no
44,admin.,single,university.degree,0.001,no
53,technician,married,high.school,0,no
31,admin.,married,university.degree,0.432,no
38,housemaid,single,basic.4y,0.046,no
54,blue-collar,married,basic.4y,0,no
29,management,single,university.degree,0.002,no
33,admin.,married,university.degree,0.022,no
57,retired,unknown,basic.4y,0.127,no
32,admin.,married,high.school,0.31,no
36,self-employed,married,high.school,0.118,no
53,blue-collar,divorced,basic.4y,0.454,yes
33,management,single,university.degree,0.009,no
33,blue-collar,married,high.school,0.013,no
47,admin.,married,basic.9y,0.001,no
39,services,married,unknown,0.018,no
38,technician,married,professional.course,0.208,no
31,technician,single,professional.course,0.002,no
31,blue-collar,married,basic.9y,0.002,no
29,services,divorced,high.school,0.021,no
34,management,single,high.school,0.026,no
39,technician,divorced,professional.course,0.681,yes
51,services,divorced,high.school,0.083,no
31,services,married,professional.course,0.012,no
29,admin.,married,high.school,0.54,yes
51,blue-collar,married,basic.4y,0.474,no
33,management,married,high.school,0.003,no
32,services,single,high.school,0.291,yes
36,management,married,university.degree,0.001,no
42,self-employed,married,university.degree,0.012,no
33,services,single,high.school,0.026,no
22,services,single,high.school,0.019,no
43,admin.,single,high.school,0,no
42,blue-collar,married,basic.9y,0,no
30,admin.,single,university.degree,0.077,no
57,blue-collar,divorced,basic.9y,0.011,no
28,services,single,university.degree,0.265,yes
27,admin.,married,high.school,0.008,no
51,blue-collar,married,basic.4y,0.003,no
41,technician,single,university.degree,0.172,no
31,management,single,university.degree,0.145,no
46,admin.,single,high.school,0.014,no
50,technician,married,basic.6y,0,no
46,self-employed,married,basic.9y,0.001,no
47,technician,married,basic.9y,0.027,no
31,services,single,high.school,0.002,no
44,self-employed,married,professional.course,0.049,no
41,self-employed,married,basic.4y,0.005,no
42,blue-collar,married,basic.4y,0.004,no
52,admin.,single,unknown,0.023,no
35,blue-collar,married,basic.9y,0.002,no
25,services,single,high.school,0.579,no
42,services,divorced,high.school,0,no
30,blue-collar,single,basic.9y,0.02,no
55,admin.,married,university.degree,0.004,no
59,management,married,university.degree,0.032,no
46,entrepreneur,single,university.degree,0.061,no
32,admin.,married,university.degree,0,no
49,blue-collar,married,basic.6y,0.006,no
26,admin.,single,university.degree,0.329,no
29,blue-collar,single,basic.9y,0.065,no
35,services,married,high.school,0,no
31,blue-collar,married,basic.4y,0.007,no
34,blue-collar,married,basic.9y,0.004,no
35,services,married,unknown,0.011,no
32,management,married,high.school,0.025,no
39,admin.,married,university.degree,0,no
35,blue-collar,married,professional.course,0,no
38,technician,married,professional.course,0.015,no
27,technician,married,university.degree,0.003,no
58,admin.,married,university.degree,0.01,no
29,admin.,single,university.degree,0,no
33,services,married,basic.6y,0.001,no
41,blue-collar,married,unknown,0.001,no
48,services,married,professional.course,0.008,no
27,admin.,single,basic.9y,0.019,no
58,retired,married,unknown,0.009,no
44,services,divorced,basic.6y,0.654,yes
75,retired,married,basic.9y,0.272,no
30,services,divorced,high.school,0.007,no
48,services,single,high.school,0.036,no
47,services,married,basic.6y,0.001,no
31,admin.,single,university.degree,0.787,yes
57,admin.,married,high.school,0.596,yes
39,technician,married,professional.course,0.012,no
58,blue-collar,married,basic.4y,0,no
33,technician,single,university.degree,0,no
